"","V1","V2","V3","V4","V5","G1","G2","G3","G4","G5","E1","E2","E3","E4","E5","N1","N2","N3","N4","N5","O1","O2","O3","O4","O5"
"786",1,5,3,4,5,5,4,4,1,2,5,4,2,5,2,1,2,2,1,2,6,1,6,5,2
"787",3,5,2,2,4,5,3,6,1,5,3,5,1,4,2,1,3,6,6,6,6,4,3,6,1
"788",1,5,5,6,5,5,5,1,5,6,1,2,5,6,5,2,2,2,4,1,5,1,5,6,1
"789",2,4,3,6,4,4,5,5,1,2,6,5,4,4,4,3,3,4,3,5,5,4,3,5,4
"790",2,6,4,5,4,5,5,5,1,1,2,2,4,3,6,1,2,1,2,1,5,2,6,4,2
"791",4,6,6,6,5,4,3,2,2,3,2,3,5,6,4,4,4,3,3,4,2,3,4,3,3
"792",4,6,6,6,5,4,3,3,2,3,2,3,5,6,4,2,2,2,2,2,3,3,4,3,3
"793",5,5,5,6,4,6,6,4,1,1,2,2,4,5,5,1,2,2,2,5,4,2,5,2,3
"794",1,6,4,6,4,4,3,4,3,6,2,3,4,5,4,6,6,6,6,5,4,3,3,5,3
"795",1,5,6,6,4,4,5,5,1,1,6,4,4,5,4,1,3,4,2,4,4,4,3,4,3
"796",1,5,6,5,5,5,5,4,2,3,1,2,4,5,4,3,4,2,3,5,6,2,4,6,5
"797",1,6,6,5,6,6,4,5,2,4,1,1,4,6,5,1,2,3,1,2,3,4,5,4,2
"798",2,3,4,5,3,3,3,3,2,6,5,3,6,4,4,6,6,5,4,1,3,2,4,6,4
"799",3,5,4,4,5,5,4,4,4,6,4,4,4,4,5,2,2,6,6,5,6,1,5,6,3
"800",5,5,5,6,5,6,6,6,1,3,5,4,4,5,6,5,5,4,2,6,6,3,4,6,5
"801",2,5,4,6,3,4,5,6,2,1,1,2,4,6,5,2,2,1,1,1,6,1,6,6,1
"802",2,5,4,5,5,6,5,4,1,2,5,3,2,4,3,3,2,2,2,2,2,3,4,3,4
"803",3,5,5,2,6,6,6,6,1,1,2,1,6,6,5,5,4,5,1,2,5,2,5,3,1
"804",1,4,4,6,3,3,5,4,4,4,6,5,1,1,4,6,6,6,4,2,4,2,4,4,3
"805",1,5,5,2,5,2,5,2,1,5,5,2,2,2,5,2,2,2,4,4,5,2,4,5,1
"806",1,6,6,6,6,1,6,5,2,5,2,1,6,3,6,1,4,1,5,1,6,1,5,3,1
"807",1,5,6,5,6,4,2,5,3,5,1,2,5,5,4,1,4,1,1,3,5,1,4,5,2
"808",1,6,5,2,5,6,4,5,1,5,3,4,3,5,4,1,1,1,4,1,5,4,2,6,2
"809",1,5,5,5,2,3,5,4,2,3,5,2,2,4,6,2,3,4,3,2,5,2,5,5,3
"810",5,6,6,4,6,5,5,4,2,5,2,1,6,5,5,5,5,5,4,1,6,2,6,6,1
"811",5,3,5,4,4,5,4,3,1,1,3,5,3,3,5,3,3,1,3,2,3,3,2,4,3
"812",1,5,5,5,4,5,5,5,1,1,1,1,5,6,5,1,1,1,1,1,6,1,5,4,4
"813",4,5,1,5,1,4,6,6,6,4,6,4,2,1,6,5,5,4,6,3,6,4,5,6,5
"814",2,6,6,3,5,6,3,5,1,1,3,2,3,5,5,3,4,4,3,4,5,1,5,5,2
"815",5,5,2,5,1,5,5,5,2,3,4,4,5,4,5,2,3,3,2,5,5,1,5,6,2
"816",1,6,6,6,6,6,6,6,1,1,1,1,6,6,6,1,2,4,3,2,6,1,6,4,1
"817",3,4,5,1,4,5,5,6,2,4,5,5,3,3,5,5,5,4,2,2,6,1,5,6,2
"818",4,5,5,5,6,5,5,6,2,4,1,1,5,5,5,3,4,4,1,3,4,4,4,5,2
"819",1,6,6,5,6,6,6,1,2,5,1,1,6,6,6,1,1,2,4,6,6,1,5,6,3
"820",2,5,5,5,5,6,5,6,1,2,1,4,4,4,6,1,4,4,5,6,6,2,4,5,2
"821",2,5,4,6,5,4,5,1,2,6,2,1,6,6,5,5,6,5,3,4,6,1,5,6,2
"822",5,2,1,1,1,2,5,2,3,5,4,6,1,2,1,1,1,1,1,1,6,2,5,6,6
"823",3,5,5,6,4,5,6,5,2,2,5,2,2,4,5,4,4,2,2,2,5,5,5,4,2
"824",2,4,5,4,2,4,3,3,2,4,3,5,2,2,3,5,5,6,4,4,5,2,3,5,1
"825",1,6,6,5,5,6,6,6,1,1,4,5,5,1,5,3,5,1,1,1,6,2,5,5,5
"826",1,6,6,5,5,3,3,4,4,4,4,4,4,4,4,3,4,4,5,2,5,1,5,6,2
"827",5,6,5,6,5,6,5,6,1,3,2,4,2,5,5,1,2,1,2,1,5,2,5,5,2
"828",4,4,4,4,5,6,3,2,5,5,5,4,4,4,4,3,3,4,5,3,6,2,5,6,2
"829",4,4,1,1,2,4,3,5,2,1,1,1,4,2,5,4,5,2,4,2,5,1,6,4,1
"830",2,4,2,5,4,5,5,6,1,5,5,5,2,2,6,2,2,1,1,1,6,1,5,6,1
"831",3,5,5,3,5,5,3,4,1,6,6,2,4,2,4,5,5,5,4,2,5,4,6,6,1
"832",3,4,6,6,4,6,2,4,1,2,2,3,5,5,6,4,5,4,2,4,6,6,6,5,3
"833",5,4,1,2,2,5,5,4,2,4,2,4,3,4,4,2,3,2,2,2,4,3,6,5,3
"834",3,4,2,5,4,5,5,4,4,4,3,3,2,4,5,2,5,4,2,6,5,4,5,6,1
"835",6,1,5,4,2,3,4,3,2,3,1,3,5,2,4,5,6,6,2,4,4,5,3,2,4
"836",1,6,5,3,5,4,2,2,2,2,2,2,4,5,5,1,1,1,1,1,5,2,5,5,2
"837",4,5,4,2,4,4,2,5,5,6,3,5,4,3,3,3,5,4,3,1,5,1,4,4,3
"838",1,5,4,5,2,2,5,2,5,2,4,4,4,4,4,1,1,3,2,4,6,1,6,6,1
"839",1,6,5,4,5,5,6,5,4,4,6,1,3,6,5,5,4,6,5,5,6,4,5,6,2
"840",3,5,2,4,2,5,4,6,2,2,5,4,4,5,5,3,3,2,3,1,4,2,4,6,2
"841",1,6,5,6,5,5,5,5,2,2,3,3,4,5,5,1,2,2,2,3,5,2,5,5,2
"842",3,3,4,4,3,3,3,4,2,4,2,2,3,3,2,2,2,2,4,2,3,3,2,5,2
"843",1,6,5,5,6,5,5,5,1,5,3,1,3,5,6,1,2,2,2,2,2,1,3,6,1
"844",2,5,5,6,6,6,5,5,1,1,2,1,6,5,5,1,1,1,2,2,6,1,6,6,1
"845",1,6,6,6,6,6,5,5,1,2,1,2,4,6,6,1,1,1,1,3,5,3,5,5,2
"846",4,4,6,4,6,4,3,4,4,3,1,1,4,6,6,3,4,4,1,2,5,6,4,4,4
"847",2,5,5,5,3,4,4,4,2,3,4,4,2,3,3,1,2,2,2,2,4,5,2,6,2
"848",4,4,5,6,5,4,5,5,2,2,2,1,4,5,5,3,2,2,2,4,4,4,4,2,4
"849",2,3,5,4,4,5,5,4,2,5,4,4,4,2,4,2,3,2,3,4,5,1,5,4,1
"850",1,6,6,4,4,6,5,5,2,2,5,3,4,4,5,6,5,5,4,2,5,3,4,6,3
"851",1,5,3,1,4,2,5,5,4,6,4,5,3,1,4,1,1,3,2,1,5,1,4,6,1
"852",2,5,5,2,3,5,4,4,4,4,4,5,2,2,4,3,4,5,5,6,5,3,5,6,2
"853",2,6,6,6,6,5,5,5,1,1,2,2,5,6,6,5,5,5,2,1,5,2,6,5,1
"854",1,5,3,6,6,4,3,1,5,5,4,2,2,5,2,3,3,2,5,6,5,2,5,6,1
"855",1,5,2,6,4,4,4,3,4,5,3,2,5,5,2,1,2,4,3,2,6,2,5,6,2
"856",2,3,4,2,4,1,4,2,3,6,5,5,4,4,2,4,6,5,2,2,4,5,3,6,4
"857",1,6,5,6,6,6,6,5,3,2,3,3,6,5,6,6,6,6,3,6,6,1,6,6,1
"858",2,3,5,5,4,5,6,5,1,6,6,6,1,1,1,1,1,5,5,1,6,3,2,6,4
"859",2,4,4,4,5,5,4,4,2,5,4,2,4,5,3,2,3,4,3,1,4,2,4,5,3
"860",2,6,6,6,5,5,5,5,5,5,2,4,3,4,4,1,2,5,5,5,5,1,5,5,2
"861",5,5,6,1,5,5,4,5,5,6,6,5,3,3,4,2,3,3,3,3,5,3,1,6,4
"862",1,6,5,6,6,4,5,5,4,5,5,4,4,4,5,3,3,5,6,3,5,1,6,6,1
"863",2,5,6,5,5,5,5,6,1,1,3,1,5,5,6,1,1,1,1,1,6,1,6,4,1
"864",3,5,5,5,3,5,5,6,2,4,3,5,2,2,5,3,5,4,3,2,4,2,4,5,2
"865",2,4,5,5,5,6,5,4,2,4,3,1,6,5,6,2,2,1,2,3,6,2,6,5,1
"866",3,4,5,5,3,6,6,2,5,5,5,6,2,1,5,1,1,1,5,2,5,2,5,6,1
"867",2,4,4,6,3,4,5,2,3,6,4,4,3,3,2,2,2,2,5,3,2,5,4,3,5
"868",4,2,2,4,3,6,5,5,3,3,3,4,2,1,4,2,2,4,3,2,2,4,4,4,4
"869",2,5,5,2,4,5,3,5,5,5,6,6,1,1,2,2,3,2,4,2,4,2,2,6,3
"870",2,4,3,1,5,6,5,5,1,4,2,6,5,5,5,2,4,6,5,1,6,1,5,6,1
"871",3,5,4,4,5,4,4,3,2,6,1,2,2,5,5,2,2,4,2,1,6,2,4,5,1
"872",2,2,2,5,4,5,2,3,3,4,3,2,3,3,4,4,4,3,4,2,6,1,5,5,1
"873",2,4,4,3,4,4,4,4,3,4,3,3,3,4,4,4,4,4,4,3,5,3,4,5,1
"874",2,4,3,6,4,4,2,4,4,4,4,5,4,2,4,2,3,4,4,3,6,2,4,5,3
"875",3,6,6,3,6,6,6,5,1,5,1,1,6,6,6,4,6,4,1,1,6,1,6,6,1
"876",2,5,5,6,5,4,5,5,1,2,2,1,4,6,5,1,1,2,2,2,5,3,5,6,1
"877",2,5,5,5,3,4,2,6,2,5,1,4,3,5,6,3,4,3,2,4,4,3,5,5,2
"878",1,6,5,5,5,5,5,5,1,1,2,2,5,2,6,3,5,3,2,4,6,5,1,3,5
"879",2,5,6,6,5,4,5,4,4,4,5,3,5,5,5,1,2,1,2,1,5,3,5,5,3
"880",1,6,6,4,5,5,3,5,2,2,2,3,3,5,3,2,5,3,2,4,5,2,2,6,2
"881",4,5,5,6,4,6,6,6,1,1,4,1,6,6,6,2,4,5,5,4,6,1,5,6,1
"882",3,4,5,6,6,3,6,6,1,1,3,1,5,6,6,1,1,1,1,1,5,1,6,6,1
"883",1,4,6,6,3,6,5,6,2,2,4,5,2,3,5,2,3,2,4,1,3,2,6,5,1
"884",1,6,6,6,6,2,5,4,1,6,1,1,1,6,3,3,2,1,5,1,6,6,6,5,4
"885",1,6,6,6,6,5,6,5,1,1,1,1,5,6,2,1,2,4,4,1,6,5,6,6,1
"886",1,6,6,6,6,6,4,5,1,2,1,1,6,6,6,1,1,1,1,1,6,1,6,6,2
"887",6,5,4,6,6,6,6,5,3,1,4,4,5,6,6,3,1,2,1,2,5,5,4,3,3
"888",1,5,4,5,4,2,3,3,1,6,3,3,2,2,5,3,2,3,5,3,3,3,4,6,2
"889",2,6,4,6,5,4,5,5,2,2,4,2,6,6,3,2,2,5,4,3,5,4,3,6,3
"890",3,6,5,3,5,3,3,5,5,4,5,6,2,4,4,6,6,4,5,6,4,4,3,5,4
"891",2,5,4,3,4,4,4,4,3,3,5,5,3,4,4,5,5,5,4,5,3,3,4,5,2
"892",1,5,5,2,3,3,4,3,3,4,4,4,5,3,6,6,6,5,6,6,5,1,6,6,1
"893",3,4,1,6,4,2,1,6,2,6,6,6,1,1,3,2,4,1,6,1,6,1,1,6,1
"894",1,6,5,6,5,5,1,4,3,4,3,2,1,4,1,1,2,2,4,4,4,5,3,2,2
"895",1,6,6,6,6,6,5,5,1,1,3,2,5,5,6,2,2,1,1,1,6,1,5,6,4
"896",2,5,5,6,6,4,4,4,5,3,1,5,4,6,3,2,3,4,3,6,3,4,4,5,4
"897",4,5,4,1,4,4,5,6,2,2,1,1,4,6,6,2,4,5,1,1,5,6,4,6,2
"898",1,3,4,4,4,4,1,5,3,2,6,2,1,5,3,1,1,1,1,4,5,5,4,6,2
"899",2,6,5,3,4,2,3,6,5,5,1,3,4,6,5,3,4,5,1,4,4,3,4,6,3
"900",4,3,2,1,4,6,6,6,1,2,3,4,2,4,3,2,5,4,4,2,6,2,6,6,1
"901",1,4,5,6,5,5,5,4,1,2,2,4,4,6,6,2,4,2,2,2,5,1,4,5,3
"902",5,4,1,4,2,6,5,6,1,4,6,6,1,1,5,2,4,1,5,1,6,1,4,6,1
"903",1,1,1,1,5,6,6,6,1,2,2,4,5,5,6,1,2,6,4,6,6,2,6,6,5
"904",2,5,5,4,5,4,2,2,5,5,2,2,5,4,5,4,4,4,3,2,5,2,6,6,1
"905",1,6,4,6,5,5,1,2,5,5,2,2,4,6,5,1,1,2,4,5,2,1,5,5,2
"906",1,4,2,1,5,2,1,1,4,4,3,4,4,5,3,2,2,3,4,3,6,1,3,6,2
"907",2,5,3,5,5,5,5,5,3,3,2,2,4,5,5,2,2,2,2,2,5,3,4,2,2
"908",3,4,4,3,4,5,5,3,4,5,4,3,3,3,4,3,4,2,1,2,6,4,5,5,3
"909",4,5,5,5,5,5,5,4,5,6,2,4,5,6,5,4,4,4,5,6,6,4,5,6,2
"910",3,4,4,6,4,4,6,4,2,4,3,3,3,4,4,4,5,4,3,4,5,2,4,3,3
"911",3,5,5,5,5,5,5,4,2,4,6,4,4,5,4,2,3,1,1,2,5,1,5,4,3
"912",4,5,5,3,5,5,4,4,3,2,1,1,5,6,5,2,2,4,4,2,5,2,4,5,2
"913",2,6,6,6,6,5,5,4,1,4,1,1,5,6,5,4,4,4,4,4,6,2,5,6,2
"914",1,5,5,6,4,5,5,5,3,3,6,4,5,4,5,3,3,2,1,2,6,4,5,5,2
"915",1,5,4,5,4,4,4,3,3,4,2,2,3,5,3,5,5,5,3,5,4,5,3,4,3
"916",2,5,4,5,4,2,2,3,5,6,2,2,4,5,6,3,4,3,3,2,5,4,5,5,1
"917",2,6,5,5,6,3,1,3,5,6,1,1,6,6,4,4,4,6,4,4,5,4,6,6,1
"918",3,6,6,6,6,6,6,6,1,1,3,1,3,6,6,1,1,1,1,1,6,1,6,1,6
"919",6,4,1,5,1,2,2,1,2,6,5,6,1,1,1,5,4,2,5,2,6,2,2,6,2
"920",3,4,4,4,4,4,3,3,4,4,3,3,4,4,3,3,4,5,5,2,4,4,3,6,2
"921",1,5,6,5,6,5,4,4,2,4,2,5,3,2,5,6,6,6,5,6,6,1,5,5,1
"922",3,2,4,3,4,3,4,5,4,5,4,3,2,4,4,5,5,4,5,3,4,1,4,4,4
"923",3,2,1,2,4,5,5,4,2,4,3,4,5,3,4,2,3,2,3,1,4,2,5,5,3
"924",3,3,4,5,2,5,4,5,2,4,5,2,4,5,4,2,5,4,2,1,5,2,5,6,4
"925",2,5,5,4,5,5,4,2,4,4,2,2,5,5,4,2,4,4,4,2,6,2,5,5,2
"926",2,5,4,5,5,3,4,2,4,4,2,3,4,3,4,2,3,5,4,4,4,4,5,6,2
"927",2,5,5,5,5,5,5,5,4,4,2,3,5,5,5,2,3,2,3,5,6,5,6,6,3
"928",2,6,5,6,4,4,4,4,3,4,2,3,5,4,5,3,4,4,4,4,5,1,5,5,2
"929",2,6,5,6,5,4,5,5,2,1,1,1,4,5,3,2,4,2,4,2,5,2,6,6,2
"930",3,3,1,3,2,2,2,4,3,4,6,6,1,1,1,5,3,4,6,2,5,1,1,5,3
"931",2,4,6,4,5,4,5,4,4,4,1,2,6,3,5,2,4,1,1,1,5,2,6,6,2
"932",3,4,2,4,4,6,6,4,2,4,4,3,3,5,5,2,2,2,2,6,3,4,4,4,3
"933",3,4,3,5,4,3,3,3,3,5,3,3,3,4,3,1,2,1,3,2,3,2,4,4,4
"934",1,5,6,5,5,5,6,5,1,3,2,4,4,5,5,1,3,1,1,5,4,4,5,4,4
"935",1,5,6,5,5,2,1,4,4,6,2,4,5,5,6,1,1,1,3,2,6,2,4,5,2
"936",2,5,6,5,6,6,6,6,1,4,4,4,5,5,5,5,4,5,5,5,5,3,5,6,1
"937",5,4,4,4,5,4,4,5,2,5,2,4,4,5,5,4,4,4,4,2,5,3,5,5,2
"938",1,4,6,6,6,4,4,5,2,2,2,4,3,6,5,1,2,2,2,2,6,1,6,5,1
"939",2,3,1,1,1,4,2,2,4,6,1,6,1,1,2,5,5,2,6,3,2,5,2,5,3
"940",1,6,6,6,4,6,5,6,1,4,1,2,6,4,5,6,5,6,6,4,5,1,5,6,1
"941",1,6,5,5,5,5,2,3,4,4,4,4,4,5,5,1,2,1,4,4,5,4,4,5,2
"942",2,5,6,6,6,6,6,6,2,1,2,1,5,6,6,2,2,2,2,2,5,2,4,1,2
"943",2,4,3,6,6,6,4,2,2,4,2,1,6,5,6,1,2,1,1,1,6,1,6,5,1
"944",4,2,4,4,4,3,4,5,1,1,5,2,4,5,5,4,2,2,2,3,6,2,3,5,4
"945",2,5,4,4,5,5,4,4,3,5,3,4,4,3,6,4,4,4,3,4,5,3,3,5,2
"946",6,5,6,5,6,1,1,1,6,6,6,1,6,3,1,6,6,6,6,6,6,1,6,2,2
"947",2,5,5,6,4,4,3,3,3,5,2,2,6,5,5,5,5,5,4,2,6,1,5,6,2
"948",2,5,5,6,6,5,5,5,1,2,2,2,4,6,6,2,2,3,3,1,5,1,5,4,3
"949",4,2,2,2,4,1,1,2,6,6,2,6,2,2,2,5,5,2,5,6,6,2,6,6,2
"950",2,5,5,6,5,2,4,5,5,2,5,5,4,3,2,1,2,2,5,5,4,1,2,5,1
"951",2,5,5,4,6,5,5,6,1,4,4,2,5,5,3,1,1,2,4,4,6,2,5,5,2
"952",2,5,6,3,5,5,3,2,4,4,1,2,5,5,5,4,4,2,3,2,6,3,4,5,2
"953",1,6,6,6,5,5,4,5,2,2,5,4,4,5,5,2,3,5,4,1,6,3,5,6,2
"954",1,6,6,6,6,4,4,4,2,5,5,2,6,5,6,2,2,2,2,6,3,3,4,6,1
"955",2,6,6,6,6,1,5,5,1,1,1,1,5,6,6,3,2,3,1,3,6,3,4,5,4
"956",2,5,5,6,4,3,2,4,5,4,2,3,4,5,4,2,2,2,5,3,6,3,4,2,2
"957",4,5,3,5,4,3,4,5,3,3,5,5,2,4,4,5,4,4,3,4,5,2,4,6,2
"958",2,6,5,5,4,5,4,5,1,2,3,2,4,5,4,1,2,1,2,1,4,3,4,5,2
"959",2,5,3,5,2,2,4,2,5,5,1,4,4,4,6,5,5,5,6,6,6,6,5,6,4
"960",2,6,6,4,2,6,5,5,1,3,5,4,6,5,5,1,1,1,1,1,5,2,6,6,2
"961",2,5,4,6,4,2,3,2,5,4,4,5,2,3,2,4,5,5,5,4,5,5,4,6,2
"962",1,6,6,1,1,6,6,6,1,6,1,6,5,2,6,6,6,6,6,3,6,3,6,6,1
"963",5,5,5,4,6,4,5,4,2,1,1,2,5,6,4,1,3,1,2,1,6,1,6,4,4
"964",1,6,5,4,6,3,6,6,1,1,3,1,4,5,6,4,1,1,2,4,6,1,6,5,1
"965",2,6,6,5,5,5,3,5,4,4,1,1,5,5,5,4,4,2,3,2,5,3,6,6,2
"966",2,5,2,4,2,6,1,6,1,2,5,1,2,1,5,5,5,2,4,4,6,1,4,6,1
"967",2,6,6,5,5,5,5,5,1,4,1,2,3,6,2,1,1,2,2,2,4,3,6,6,1
"968",5,5,3,6,6,6,6,5,2,6,4,3,5,5,6,3,4,4,4,3,6,3,6,6,2
"969",1,6,6,6,6,5,5,6,2,3,2,1,5,6,6,2,2,4,3,2,5,3,5,4,3
"970",2,6,6,6,6,5,4,5,2,2,4,1,5,5,4,1,2,2,1,1,6,1,5,5,3
"971",2,4,4,5,4,5,6,5,1,1,1,1,6,6,6,1,2,1,1,2,6,4,5,4,1
"972",2,4,4,4,3,5,5,4,2,6,5,5,3,3,3,3,3,4,5,5,3,2,3,5,3
"973",4,5,5,6,4,4,5,4,3,6,3,6,3,3,4,6,6,6,6,6,6,1,3,6,1
"974",2,5,6,4,6,4,3,4,3,1,2,4,5,5,5,1,1,1,1,2,6,4,5,6,1
"975",2,4,5,4,6,5,5,6,2,2,3,4,4,5,4,1,3,4,4,4,5,4,4,5,2
"976",5,4,3,2,3,4,6,6,5,4,1,1,4,6,6,4,6,2,1,4,4,6,4,5,4
"977",2,4,5,6,4,4,5,5,5,2,2,2,5,5,2,3,3,2,2,2,4,2,4,3,4
"978",1,6,6,6,6,6,5,4,1,5,2,1,4,6,4,1,3,3,1,1,5,2,6,6,1
"979",3,3,3,4,4,3,4,4,3,4,4,2,4,3,3,1,2,2,4,3,4,4,4,4,3
"980",5,5,2,4,4,5,6,4,2,3,2,2,2,5,3,4,4,5,4,6,3,5,3,5,2
"981",4,4,4,1,5,6,5,3,3,1,3,3,4,6,5,3,1,2,1,1,5,4,4,3,2
"982",5,5,4,5,5,5,5,5,3,4,4,3,3,6,6,2,4,1,2,2,4,5,4,5,4
"983",1,5,5,5,5,5,4,5,2,3,1,1,5,6,3,4,4,2,4,2,5,3,5,5,1
"984",1,6,6,6,6,6,6,6,1,1,1,4,6,4,3,6,6,6,6,6,6,1,6,6,1
"985",3,5,2,1,5,6,2,4,1,1,2,2,4,2,6,1,1,2,1,1,6,1,5,6,1
"986",3,6,4,6,4,1,6,6,1,1,2,4,2,5,4,1,1,1,1,1,4,4,4,5,4
"987",1,6,6,5,6,4,5,4,5,5,3,2,6,5,4,3,4,3,6,4,6,1,6,6,6
"988",2,5,5,4,6,4,6,5,2,4,6,4,4,5,5,2,2,2,4,4,5,4,4,4,4
"989",1,5,5,6,5,3,4,5,4,4,2,4,5,5,4,4,5,4,4,2,4,6,4,6,3
"990",2,5,5,3,5,3,4,5,4,5,3,4,4,4,4,5,6,5,4,5,5,3,5,5,2
"991",2,4,5,2,5,5,3,5,2,3,2,2,4,6,4,1,2,1,3,2,4,2,5,5,3
"992",1,5,6,4,5,4,3,4,3,3,1,3,5,5,4,2,3,3,2,2,6,2,5,6,2
"993",5,4,3,3,4,6,3,6,1,2,4,1,4,3,6,2,3,2,5,1,6,1,6,6,2
"994",2,4,6,5,5,5,4,5,3,4,2,2,5,5,6,3,2,4,2,1,6,2,3,5,4
"995",1,5,6,6,4,4,4,3,2,5,3,3,5,4,4,5,5,6,5,5,5,2,5,6,2
"996",2,6,5,4,5,6,5,6,1,3,2,3,6,6,6,4,3,2,2,3,5,3,4,5,4
"997",4,6,1,6,6,1,1,6,6,6,4,6,4,1,1,4,3,6,5,6,1,6,2,6,2
"998",2,5,5,5,5,4,4,5,4,3,4,4,4,5,5,3,2,2,2,2,5,2,4,5,4
"999",2,6,5,5,4,4,5,4,5,5,5,5,3,2,1,5,5,6,6,2,4,2,2,6,3
"1000",3,5,4,4,4,5,5,5,1,2,1,2,3,5,4,2,2,1,1,2,5,3,3,5,3
"1001",2,4,5,5,4,4,4,4,3,5,1,2,4,4,3,3,4,4,2,6,4,5,4,1,1
"1002",6,6,5,5,4,5,5,4,1,2,5,6,1,4,1,1,4,1,1,1,5,1,5,1,5
"1003",1,5,5,6,5,4,4,4,4,4,4,4,4,5,4,2,2,2,3,3,3,2,4,5,1
"1004",2,6,4,2,4,4,6,5,2,1,2,5,3,2,5,5,6,4,5,5,3,2,5,5,2
"1005",3,5,5,4,5,6,5,5,2,2,4,1,4,6,5,2,2,2,2,2,4,2,1,4,4
"1006",2,5,5,5,5,5,4,2,2,4,3,4,5,6,3,3,4,2,2,2,5,3,3,4,2
"1007",3,5,5,2,4,5,5,4,3,6,2,4,3,5,3,4,5,4,3,4,4,1,4,5,2
"1008",3,2,3,5,4,5,5,5,2,2,4,5,2,1,2,1,1,2,5,5,3,2,3,5,2
"1009",2,4,4,3,5,3,3,3,5,5,4,4,2,1,2,1,4,4,3,2,4,3,1,4,3
"1010",3,4,4,4,5,5,3,4,3,3,2,2,3,6,4,2,3,2,3,2,4,3,4,5,3
"1011",5,5,5,5,5,3,2,4,4,6,2,2,2,5,4,5,6,5,6,1,5,2,4,6,4
"1012",2,2,2,3,2,4,2,4,4,6,6,6,1,1,3,2,5,5,6,2,5,2,5,6,1
"1013",2,2,4,1,3,1,1,1,6,6,3,4,5,3,2,5,5,6,6,4,6,5,4,6,6
"1014",2,5,4,5,4,5,3,4,4,6,3,4,4,3,2,2,2,5,4,2,6,3,5,6,2
"1015",1,6,6,6,5,5,4,4,2,2,2,1,5,6,5,2,2,2,4,2,4,2,4,4,3
"1016",1,6,6,6,1,3,6,6,1,1,6,6,2,1,6,2,5,4,6,1,6,5,1,6,5
"1017",3,4,5,2,5,5,2,5,2,1,3,2,4,4,5,2,2,1,1,1,5,2,6,5,1
"1018",1,1,6,6,5,6,5,5,1,2,2,4,5,5,5,2,2,1,1,1,5,2,5,5,1
"1019",4,3,1,6,3,3,4,2,2,2,6,5,3,1,6,1,2,4,2,1,6,1,6,5,1
"1020",2,1,1,2,4,2,2,4,3,5,6,6,1,1,2,4,4,3,4,4,2,5,1,4,4
"1021",1,6,6,6,6,4,3,4,2,4,1,5,4,3,5,1,2,3,4,1,4,1,4,4,3
"1022",2,4,4,5,5,6,4,4,2,3,4,3,4,5,4,2,3,4,3,3,4,2,3,4,3
"1023",1,5,5,6,5,6,6,5,1,2,2,4,5,5,5,1,2,3,2,2,4,1,6,6,1
"1024",5,4,4,5,4,6,6,6,1,1,2,2,4,5,6,5,5,5,4,5,6,1,5,5,1
"1025",1,6,5,6,5,5,4,4,2,4,5,3,4,5,5,3,3,2,2,3,5,3,5,5,2
"1026",5,6,5,6,6,5,6,5,1,1,1,1,6,6,6,4,4,1,1,1,5,1,5,4,1
"1027",3,4,4,5,5,6,4,5,1,3,1,3,3,6,5,3,4,4,5,5,5,3,2,6,1
"1028",4,4,4,4,3,5,4,4,2,4,3,1,4,5,4,3,4,2,4,1,5,4,5,6,1
"1029",3,5,5,5,5,5,1,5,2,4,3,3,2,4,6,2,2,4,2,1,5,3,5,6,2
"1030",1,6,6,6,6,3,3,2,2,1,2,4,4,5,5,1,5,1,4,2,4,2,3,4,3
"1031",2,4,5,2,6,5,5,5,2,4,2,2,6,6,5,2,2,2,2,1,6,1,6,6,1
"1032",4,6,6,6,6,6,5,2,1,4,4,1,6,6,4,1,1,1,2,1,5,5,4,6,4
"1033",2,5,5,6,5,5,5,5,1,2,2,2,5,5,1,2,2,2,1,1,6,2,5,4,1
"1034",3,3,3,5,5,5,5,5,2,3,5,2,3,5,4,3,5,2,4,4,4,2,4,6,2
"1035",3,4,5,6,4,3,1,3,4,5,2,4,4,6,5,3,4,2,1,3,4,6,3,6,3
"1036",2,3,3,5,5,4,2,4,2,3,4,5,4,3,2,5,4,3,2,4,4,2,4,6,3
"1037",2,5,5,6,5,5,5,5,1,2,4,2,5,6,5,1,1,1,1,1,6,4,4,4,2
"1038",2,2,5,3,4,5,5,4,2,4,5,2,2,5,3,3,2,3,3,2,4,5,4,5,4
"1039",4,3,4,3,1,4,1,5,5,5,2,5,5,3,5,1,2,4,3,5,5,6,1,6,3
"1040",4,5,4,6,5,6,6,4,1,3,2,4,4,5,6,3,2,5,3,3,5,2,5,5,3
"1041",2,6,5,3,5,2,4,4,5,6,6,6,1,3,2,6,6,6,6,6,6,5,4,6,4
"1042",2,3,4,6,4,3,4,3,3,2,3,4,2,3,4,2,3,2,1,2,4,1,2,5,3
"1043",2,4,3,3,5,4,2,4,4,4,2,2,3,4,3,4,5,2,3,3,4,3,4,5,4
"1044",1,2,6,4,6,2,6,1,5,6,1,2,5,6,4,6,5,5,6,5,6,1,6,6,1
"1045",5,5,5,3,5,4,4,5,4,4,5,4,2,3,5,3,4,4,4,5,5,5,4,2,4
"1046",2,5,5,6,4,2,5,4,3,4,3,2,5,5,5,2,4,3,2,3,5,3,5,5,1
